loan_id,num__no_of_dependents,num__income_annum,num__loan_amount,num__loan_term,num__cibil_score,num__residential_assets_value,num__commercial_assets_value,num__luxury_assets_value,num__bank_asset_value,num__all_assets,num__income_per_person,num__debt_income_ratio,num__debt_assets_ratio,num__amount_term_ratio,cat__education_ Not Graduate,cat__self_employed_ Yes
2897,0.4,0.5360824742268041,0.4362244897959184,0.4444444444444445,0.05833333333333335,0.2027491408934708,0.07216494845360824,0.45758354755784064,0.29251700680272114,0.30920245398773005,0.17905405405405406,0.6888897456235828,0.21515335112920586,0.12228150749696069,0.0,0.0
4235,0.6000000000000001,0.13402061855670103,0.12244897959183675,0.6666666666666665,0.895,0.140893470790378,0.05154639175257732,0.07712082262210797,0.09523809523809525,0.10061349693251533,0.03462837837837838,0.7599999921538624,0.18146817259520365,0.02540861812778603,1.0,1.0
3252,0.8,0.10309278350515463,0.07653061224489796,0.0,0.44000000000000006,0.07560137457044673,0.02577319587628866,0.11311053984575835,0.07482993197278912,0.08834355828220858,0.020945945945945947,0.5000007009717008,0.11176103212079737,0.08469539375928677,0.0,0.0
1409,0.6000000000000001,0.18556701030927833,0.09948979591836735,0.7777777777777777,0.45166666666666677,0.058419243986254296,0.20103092783505155,0.14138817480719795,0.08843537414965986,0.13742331288343557,0.0472972972972973,0.24000191645409163,0.0782365865018247,0.01815837776418145,1.0,1.0
1169,0.4,0.8969072164948453,0.7193877551020408,0.2222222222222222,0.11166666666666669,0.7628865979381443,0.8556701030927835,0.544987146529563,0.6326530612244898,0.7374233128834355,0.29729729729729726,0.6808998499906577,0.12330311442222024,0.3164933135215453,0.0,0.0
89,0.8,0.18556701030927833,0.1964285714285714,0.2222222222222222,0.895,0.17525773195876287,0.13402061855670103,0.09254498714652956,0.19727891156462588,0.1398773006134969,0.037162162162162164,0.9999994352960441,0.2171493704019784,0.08803863298662705,0.0,1.0
3958,0.0,0.422680412371134,0.2729591836734694,0.1111111111111111,0.1233333333333334,0.24398625429553264,0.37628865979381443,0.23136246786632392,0.3197278911564626,0.2883435582822086,0.4324324324324324,0.4232574057961701,0.11962663784107085,0.17050520059435362,1.0,0.0
326,0.4,0.2577319587628866,0.1377551020408163,0.3333333333333333,0.9166666666666667,0.12027491408934708,0.25773195876288657,0.2622107969151671,0.2653061224489796,0.23067484662576687,0.08783783783783783,0.24444645585346247,0.04864895299709414,0.04829123328380386,1.0,1.0
634,0.8,0.8144329896907216,0.45153061224489793,0.3333333333333333,0.8616666666666668,0.04810996563573883,0.4020618556701031,0.4267352185089974,0.7346938775510204,0.3177914110429448,0.1608108108108108,0.28889098044026373,0.21714938468506384,0.15490341753343237,1.0,1.0
2514,0.0,0.16494845360824742,0.09948979591836735,0.2222222222222222,0.8933333333333333,0.044673539518900345,0.0979381443298969,0.16709511568123395,0.1360544217687075,0.12024539877300613,0.17905405405405406,0.33333489323215126,0.10054111142178847,0.045690936106983646,1.0,0.0
